sepal_length,sepal_width,petal_length,petal_width,species
6.458725966677183,3.5889329230415563,6.433973220132694,2.003072955178662,2
4.6075198659049805,3.3619019687098617,1.5164659773434175,0.14742640967963178,0
6.930640647285545,2.1447700692807414,5.292555747704181,2.095054294794398,2
6.427197607924557,2.613746434215207,2.895708857828324,0.9096785612919694,1
6.6259630168465735,3.6453402105924297,5.419378333927457,2.242556877826084,2
4.983965945050799,3.511242407636784,1.3103110254487729,0.2532400659505004,0
5.211774204661521,3.423118234234088,1.7823753037789056,0.1923502731590358,0
6.260386524570289,2.5425683365695417,6.066659853431922,0.9993556131174277,1
6.926800466591033,2.7545098887503086,5.603906262080537,2.173190536783329,2
7.810132526512149,3.1326336412289275,6.02921836808038,1.9434847802427084,2
5.8741205076473495,2.503875468913593,3.288837864098409,1.0885885664568449,1
6.982783962090464,2.4676602140430193,5.38703752914063,1.965605678741465,2
7.26099402839782,2.7522946963581316,5.288364208151374,1.9196784578685742,2
4.250212450056195,3.4252661837228695,1.7195684721776545,0.3189696931217662,0
6.217288141962335,2.7257666634488085,5.706667353757928,2.3852415125465156,2
6.315512651325926,3.156113913704848,5.632446091908182,1.7904355891744617,2
7.02859914054657,3.048098316735195,4.7909268959341205,1.2851506668031278,1
5.433180945368538,3.039340801914825,4.3468872654731125,1.2671591790606966,1
5.4174702581475,3.1732819307815605,1.1224350321499295,0.3132918641750274,0
6.2222900711705496,3.1977382494483577,5.95953916826778,1.909875743185021,2
6.716911692721108,2.8807789099614505,4.798394980018725,2.2069727713546867,2
6.504795333773618,2.722917354992065,5.366502609748419,1.7159608765436498,2
5.457748614189874,3.5908014877580294,1.625743172160061,0.4494251246256332,0
5.343145863515386,2.4892349207601567,1.2547035820383021,0.3436335188415508,0
6.259049274125842,3.2691206848149394,5.489742691650973,1.0792724257501205,1
4.463197078378657,4.3001819071265075,1.867521346612942,0.38969744386204747,0
7.540384719983371,3.152447811341257,5.701443517673112,1.8744034827034723,2
6.805865449771055,2.550367198933994,5.3595744155101555,2.2102367560299814,2
4.382000420561201,2.9762431478120224,1.5711585949855325,0.4836674630859405,0
6.230989193196121,2.606313426167819,4.369791007062529,2.0817698037997485,2
6.45104225952893,3.143211096604998,5.953765728015216,2.2475448971058274,2
4.950189900962526,3.2985013276689665,1.53594369061969,0.340827164090203,0
4.9199180417075725,3.526696823521775,1.1895245076829877,0.3764698334664674,0
6.6926443661770145,2.538498943670292,5.6806837052377475,2.092627054848202,2
6.467281600964521,3.0763789228203176,5.728740442024108,1.9281022419592762,2
6.713832530134835,3.2256781029224513,6.181414024171272,2.5007592454537546,2
5.598676097347343,2.734077908979137,5.041636371121337,1.3406298403182415,1
6.550924584080048,2.7049534716124604,4.658726561333271,1.399355114753382,1
5.586290557811262,2.726740049442271,4.248111025498969,1.1043087493201587,1
5.1077270617010155,3.6279175247615076,1.6271459072314618,0.30697023147318225,0
6.1094197069342435,3.5537222729734954,4.127583171243235,1.586826544646717,1
5.16183315804701,3.572877060586162,1.4914592410553433,0.28202005548484677,0
5.036029034792665,2.9431493826815305,1.669817090090174,0.177601793325683,0
5.350322087583956,2.8196781537049533,4.039688787401215,0.9480481559644748,1
6.168882979203478,3.1270823519032778,5.416926876107664,1.5133366217429005,1
5.22064424271897,2.3737046316781663,5.443936686604022,1.1957028709288466,1
6.182747022066014,2.96970808330516,4.767089173895476,1.8396589914702055,2
5.554800357849126,2.5547724471936513,3.5080104721154735,1.2873253664736029,1
7.812241178209267,2.5577661773942326,6.100537043959729,1.9971291066871701,2
5.031603605697622,3.0248880664520357,1.6259399705425166,0.2858706936793905,0
5.576947998453765,3.035489810494879,5.8650655979532385,2.049926895157798,2
6.023051841145091,2.9108732808062454,4.261633955557765,1.5120791810467766,1
4.873052485891743,2.8694317252564026,1.2725717238927556,0.3207960930680386,0
5.183376518624792,3.7010808594290507,1.3121188432398967,0.46422760575404387,0
5.07448493755785,3.1811618810451594,1.5042764422209411,0.12386332225266955,0
5.865038969886628,3.175263561999236,5.716023904295273,2.1179050092353355,2
6.320263625125778,3.0319299824616612,4.024473393855985,0.8450226472355276,1
4.618243948570802,3.123647835085516,1.6035087551624543,0.20579134652450704,0
4.064161374542641,4.06891169443474,1.4697173539779433,0.2542935793955652,0
4.85938528055182,3.7691728728837632,1.5832922889512282,0.30546794084817613,0
6.878234314434259,2.8476086444570208,6.5752591154952675,2.2948093200292203,2
6.946690134528684,2.4544933525157306,6.444515874523023,2.26631760649754,2
5.302864786577124,2.9635365242766794,4.999530797867827,1.3363529366399527,1
6.387225490239903,2.799381283167862,5.0816812604761745,1.9148276827196804,2
4.770319420476929,2.7403670664263107,1.5899218060143658,0.21230695492163454,0
6.352943805745252,2.3869925378085752,4.605257368589075,1.1992886748365255,1
5.63606308760434,3.467649620039636,1.1858013288650655,0.07438676925070553,0
5.188656781779228,3.5006284339329277,1.4968695876755662,0.2336806551624641,0
6.1318190076858565,2.4770918691399597,5.896192139183652,1.652122477768841,2
5.907105944408099,3.020468051042301,3.964402680798848,1.481667232216219,1
6.841660975195856,2.6213060137032125,5.362510627938401,2.290656461250494,2
7.01391794987778,2.253169690587555,6.420363683769249,1.9773873071945938,2
5.954926473477372,2.3799384869892672,4.625908811578722,1.2341121725815754,1
4.432015346803324,2.9111048811697744,1.4704286000312539,0.08841584347667727,0
4.6612265051009345,2.9910258481816934,1.5215390011293566,0.33023113051476427,0
5.44472107763006,2.76914934393268,3.380296979415836,0.9280440894058184,1
3.9742632074157225,3.597353320164609,1.2384851232217997,0.2603255021005626,0
5.094019410174958,3.228409445570436,2.5988655109906107,1.6387101581430712,1
6.574852313655348,2.829971663170723,4.985246804805796,1.2460318918656368,1
6.613984560531521,2.591109595301637,4.869245823940932,2.1795515797430314,2
5.6759864300998855,2.6607038966507597,4.279903986851441,1.3314088494417344,1
7.162334172920909,3.0291718016282148,6.254260604839465,1.958332169186889,2
4.811232103483944,2.961886619161402,1.5603238495907195,0.12780270358672802,0
5.0868825911572255,3.6931900717045925,1.6375933904232067,0.33623184587355587,0
4.811248990352852,2.8570979076692877,1.0248667977814767,0.28560416062119887,0
4.777527541679205,3.3243674123352505,1.61964987492599,0.3202992112936077,0
5.707937530379798,3.266636990711916,5.306690094354338,2.1917438856647995,2
5.610331982900332,3.188535198665135,1.5619754569166293,0.3990708253703516,0
7.114923864326984,2.78004144473439,5.608730731353162,1.0134121758628973,1
6.874866297800615,2.873583351333529,2.910036490520479,1.3023856474800315,1
5.618116778938483,3.1480665710755718,4.900231448600865,1.5055764188041505,1
5.56932382574302,3.025456123540325,5.81859171237677,2.021600148789394,2
4.60510831693083,3.4441962154797876,1.198061448149289,0.2277637260511,0
4.803534588500217,3.5511845839747496,1.5242293803699793,0.2335130457376019,0
4.516351044175606,3.129605490810241,1.6646457756693644,0.3270842577352995,0
5.893262014211656,2.766914508644884,4.92434485470367,1.9741509484094963,2
5.485670981831103,2.40587265589419,3.329689439126333,1.0664546624779478,1
6.360817359176924,2.4714095154790425,5.314321161895468,1.5356456185765124,1
4.469755889798964,2.4657709103333487,1.6070282870910642,0.44882353168694755,0
6.375757031471477,2.833286828820413,3.7628990368423603,0.984117002101388,1
6.511101673103969,3.0360908696664985,4.74652771671678,1.2715629002023554,1
7.107608126802761,2.2139846155353515,6.189870579785929,2.426992587935879,2
6.405986272628274,2.937725351760626,4.912604857300787,2.248278466262638,2
6.628562131088611,2.895740592676598,5.29730210943702,1.930203589786333,2
5.7164949731753945,2.6413850355786517,5.977948917227776,1.83150050172666,2
5.271863867665368,3.1254723697403537,1.5803651708068003,0.23760706992172576,0
7.310048549723511,2.5774206235320993,5.704376689811425,2.0404653629768283,2
4.959654115362745,2.9666138042899655,2.848146828164647,1.0054027224516489,1
5.3121100657680005,2.9047348900777727,1.288505761560838,0.31868043924776535,0
6.3891464910581295,3.5066740775704615,4.273838298140971,0.9799192876484261,1
6.330982542530078,2.548675605521872,4.042939706768653,1.2559027691665177,1
6.211699719458176,2.9832429501264324,3.0146778748972514,1.2470770593255742,1
7.151581721824653,2.770022034953737,6.705590823730005,1.8406121479085953,2
6.931514451155031,3.205977373879092,5.952171374710025,2.529628797150697,2
5.1362461005153435,3.424011602300805,1.5926886144721637,0.40832732434662167,0
4.9944888178931235,2.755662217775301,1.609304526194408,0.24335932570375143,0
6.7263407865771505,2.9091486514260794,5.417354152197313,2.1655203952652093,2
5.542012096536897,2.622856579436687,3.9734150477861605,1.1365409078238715,1
5.461412748803148,3.579604385367574,1.402009968967893,0.36362373753789257,0
7.5142105196643625,3.1238779122399776,6.614106580007574,2.180115563638643,2
6.823175940455099,2.951249569523989,6.155238854478034,2.0746648288995524,2
6.496840985781287,3.2780622218236513,5.6190689408969545,2.1260784944064115,2
6.0136307045672845,3.2315627453536866,2.8570721808412007,1.277796225278569,1
6.913272214353047,2.5450955020003625,5.644567546449709,1.8012637978468518,2
6.910840166307055,2.7434294557450536,6.258574978916698,1.7870283190540095,2
7.384791982284063,3.069444244904879,5.622980352513454,1.8411566002771134,2
7.869453433149992,3.1130997488715875,5.8363325568863464,2.025508478874102,2
5.240421577684614,3.8334339602969196,1.6230060387544638,0.3671886574951556,0
4.742289927932821,4.109685001655208,0.9196952634612842,0.19009371794283514,0
7.303343548055036,2.5396909501769223,5.702319116232799,2.1550628421039293,2
5.586344729161349,2.4627122217382507,3.671194377917387,1.162208317708301,1
4.7403010886665164,3.2199595465239104,1.5483872738947144,0.44124474015914217,0
7.6113889808514985,2.6918395037575946,5.469946990108297,1.9484021389652129,2
4.625501988688818,3.792427461469881,1.4154917779189924,0.3016129295245021,0
5.133269317935929,3.684908595802351,1.7489376092730193,0.3057774364013513,0
5.412010095854167,2.593231278934943,3.747051782298218,1.0114546557253508,1
8.021135476787515,3.399332076184463,6.108270991387784,1.8593014236693626,2
6.3455768508003,3.368571927429832,5.482203466384776,2.041878093338563,2
5.867853656444751,2.1600600894788466,5.348666193799786,0.9670215159742106,1
5.228646720746858,2.7890399950244165,3.94779063756149,1.5840353925386748,1
6.942716352340777,2.696441199390577,4.37370422304673,2.192140428143839,2
6.825150753371231,2.9227016882141705,6.159374051039767,2.1137418032071347,2
5.502848712418239,3.038631475800786,5.342824725124407,1.2767218674278449,1
4.844035843596089,3.5406191835303553,1.2076887645498369,0.19325556544534478,0
5.459849231533233,3.7803185201344593,1.5983592663176158,0.2629041980428445,0
5.299915001799196,2.9378491918212073,3.556753262227963,1.850144606107466,1
5.093386318592097,3.3567849200842996,1.1351118226647074,0.31417854204602697,0
5.788802640056079,2.913960355212724,5.269130706726271,1.2355282898309516,1
5.021628349704194,3.235171017726484,1.4636449448234132,0.19923993053399686,0
5.096140462430991,3.520678053978416,1.5346682847427109,0.2027079114008753,0
6.352612128759082,3.8763941879462376,7.117738703277693,1.660100514264311,2
5.752823414073449,2.5266624800486497,5.974651647353931,2.0962106582250963,2
5.10047798888787,3.250469042380227,1.4368082547108698,0.336318229829127,0
4.818481334011137,3.6530485199137077,1.7206261412139483,0.35195463297743956,0
7.278751674238642,3.1226248909608003,5.251505628292098,2.2048997897730973,2
6.435151502895349,2.956225964157031,5.678272467253206,1.9427752819914106,2
7.4306652670113875,3.308802158710117,4.808406851732142,2.05108676891441,2
4.610892285168754,2.488763979785876,4.801166692378731,1.3998520062765598,1
5.762362894770797,2.8675080829143718,1.3687381217539467,0.23489359980851277,0
7.548139552410492,3.1865462350702467,4.600829199720528,2.171147286235045,2
4.9221318952490085,3.3683685009574593,1.649220197373865,0.35275371586800147,0
5.576895319088501,2.646301097673309,5.496570246590391,1.0590128797543923,1
6.3556880979022825,2.7227379339814752,4.116210636502802,1.5295078427187792,1
6.645969663275076,3.014551718252295,5.944820756999209,1.977802605645653,2
6.2558113252354115,2.5566360358433355,4.744766951175588,1.656307336393409,1
5.482366082897034,2.70360725705265,1.3137464840567472,0.12631835914559741,0
7.390166137939537,2.484606013791619,6.423270107943422,2.0772006629919604,2
4.4513642481107505,3.7417842507178776,1.7067926512998046,0.29108768704667665,0
5.19403764464531,3.6194119434139096,1.3694084017484378,0.3313765923308387,0
6.47153295144496,3.119012454871279,5.437827139368952,1.3981657001236192,1
5.690647579596776,2.4313598744343587,4.113167512087114,1.0428635163506645,1
6.627463904162834,2.8638234515379217,4.535724334216551,1.292537518350673,1
6.085796915243264,2.3302984380915346,4.028625271477038,1.3276263412805442,1
5.840801049726886,3.1893264955779013,3.8285685341444466,1.1944523551943746,1
