age,account_duration,monthly_spending,support_tickets,complaints,churn
36.55117298806664,0.8726799400729157,214.70572326199354,11,4,1.0
32.6085945037438,21.03525352839582,216.4649311157644,12,3,0.0
46.22019632422892,35.395061211277984,371.41532777855684,9,2,0.0
25.328059698687657,23.534642705983938,127.00080142646814,14,3,0.0
59.714242999210065,26.248495321423743,64.13231543438337,12,6,1.0
21.876633471348082,54.249521669624905,183.76485724398052,8,0,0.0
69.3181207032269,20.895328021398022,150.74710591050004,8,6,1.0
58.15672800342619,30.839369349588647,155.19097902343515,14,0,0.0
28.333215439776964,47.01918076446859,124.46779801445587,9,1,0.0
18.287150090427325,23.79256693927621,30.625662921817323,9,3,1.0
60.40399427965138,37.32520201367241,18.758228019372766,7,0,1.0
54.75658188007609,51.74182252480471,493.98397097065543,15,8,1.0
55.90837273813134,56.971237419458525,219.60883553057255,16,5,0.0
58.10605802766918,8.824408855742277,198.32005710824401,4,0,0.0
21.850321890172697,55.59525750968967,343.02716851960423,3,0,0.0
36.640217884302174,29.52697758477229,116.94440505388144,17,5,0.0
24.025191095306745,15.494663297937501,475.4809801356104,18,3,1.0
62.88137814553086,27.54814537429568,395.3090570636205,3,3,0.0
50.411502595033014,58.80195451712862,53.81139113300716,6,5,1.0
35.20669729233776,29.557085639572175,214.6145801346149,9,6,1.0
21.305034214873228,19.725096617250493,440.7679707054607,17,8,1.0
34.17108072921444,38.004051259003546,472.91869092279103,18,9,0.0
34.90953274539085,14.408737126691584,239.02674051243616,3,4,1.0
55.93952127357933,4.551799686519836,310.57158071324676,9,8,1.0
51.15298851047108,7.7327833146389535,91.84663358511686,0,3,1.0
64.13506261396898,7.682750337466347,495.6726268071185,17,9,0.0
42.555176108421364,9.11416161073766,123.51913367788727,4,1,0.0
24.21890078879169,8.329630358964607,471.93856932621156,14,2,0.0
55.08872893559574,38.452484688192875,328.3268580062605,16,0,0.0
57.56082252807867,10.912805063948689,307.791029490641,2,5,1.0
47.186414273613806,20.740036999431794,261.2173703980892,11,5,1.0
58.09029335763717,53.80730459436071,123.02820774170176,1,0,0.0
43.67737101094832,28.437698415772342,96.49873568269905,0,2,0.0
45.18210712786369,40.05346431126163,118.03824244438593,16,4,0.0
40.232132954644584,10.33919227209779,101.35474845068471,15,2,0.0
19.32179459069295,11.537341128520247,391.99639204770915,4,9,1.0
23.61035420365183,2.452116975988732,181.56137699169776,14,2,1.0
19.63431765571018,10.136103784329872,38.34291151606422,2,9,1.0
51.09334138571658,16.71542034191752,484.8602887689976,6,2,0.0
34.346511015968986,10.620629056604809,443.0550836320786,10,4,1.0
44.44567594056454,5.322152025423337,464.59861876565435,9,4,1.0
65.19345664415684,7.238152266036049,497.5048330967533,8,3,0.0
30.963195915741498,27.646726081963546,95.20867211754877,13,0,0.0
39.339911997852745,12.38002310434755,204.1585892623028,12,4,1.0
57.28865920423853,21.856191662884527,381.53685309500474,1,9,1.0
29.897504605564368,30.205036251291414,351.0501028463582,2,4,1.0
22.002955311097235,41.42368971776192,85.40899410652898,6,3,0.0
33.06707555151594,2.358728390465936,409.7582312454027,17,5,1.0
26.38350693720823,47.96462393454256,119.97588019996373,2,9,0.0
66.3442779218138,37.67402336945447,119.67063126308531,9,3,0.0
60.022259737349685,4.9055419169323145,273.1174672177726,6,6,1.0
50.93699533854202,52.414717446406634,300.54056807243455,8,6,1.0
63.31595068976132,55.25234403190879,294.24224184052747,16,1,0.0
59.79094799875395,3.664677591291825,54.82855032489989,10,2,1.0
27.701643062073863,16.61265888883222,439.95582268888637,6,0,0.0
64.41306792147884,48.37207678758368,140.14402086846596,13,7,1.0
46.045796579613835,44.8955814230195,73.46231142857405,18,8,1.0
59.98688806853125,11.07126116138264,445.4865591357988,3,3,0.0
64.59674759602166,12.560959400202618,478.26923413257913,5,5,1.0
34.536180698536924,22.22832616748292,432.4425324600708,9,8,1.0
23.722700075439192,29.07137911146128,406.66287661519027,6,5,1.0
29.852628452180966,37.09528629181776,331.0685705131206,12,8,1.0
40.20960500856533,22.134818374186345,279.9201115984783,13,3,0.0
60.53676782796964,27.752082967988873,52.623512356590965,3,7,1.0
62.75799032932986,44.84825628802539,210.14207440464236,7,8,1.0
18.361510787621917,2.200992173435874,192.61737333603384,4,3,1.0
44.55885973403342,15.146216660641246,137.27935404255985,0,4,0.0
39.705372163736506,42.800975153073146,364.4758557074066,3,7,0.0
29.549606144477973,53.71241026123196,252.9791101885977,2,9,1.0
24.232999101351506,30.700646526939966,49.71264579474749,8,5,1.0
35.55598891298865,31.92680911591894,117.88976895540756,7,6,1.0
67.03130460345099,6.430320680386563,344.796794193202,0,2,0.0
34.80655246507927,26.844742009407277,47.30412115024709,5,6,1.0
44.97711233065503,31.95703598730139,427.0913878838967,8,7,1.0
54.55698586254925,14.54823021808378,252.6217982368474,6,9,1.0
36.90873932372329,16.154593856962858,245.48742289005753,3,5,1.0
68.53266830148996,22.63704978627736,300.27981448316365,12,9,1.0
68.04725933698978,1.204271866663582,414.0936733033231,16,8,1.0
31.092679382918938,19.3247499349907,180.4265118720746,1,5,1.0
43.856922306404044,12.68688041979268,342.22791475394115,4,8,1.0
33.64567211047202,19.64984113067488,287.2086623579376,11,3,1.0
32.81170570762832,7.185727909155073,140.84385238301644,7,7,1.0
19.918121262435704,53.431636844393694,440.5286933140274,5,3,0.0
49.697345366954636,35.61554721324292,400.73875058739475,7,1,0.0
44.139309207900794,40.74613914866938,332.6413989826285,17,9,1.0
20.676895064999446,47.3502743164403,426.78504725617853,2,8,1.0
32.489616140303795,29.906531935743438,434.97415847030317,11,4,0.0
65.229826070266,5.215217285245421,357.097858590367,2,3,1.0
30.457218314682564,32.22639250911287,420.1365308981993,5,1,0.0
25.5345333487436,35.210467081252744,351.76101621794896,1,0,0.0
43.45154353443328,44.7263684510598,343.2689781625472,11,6,1.0
69.25382361375124,25.899572773780765,313.11957532544034,1,5,1.0
30.586874118598022,7.654818167733826,378.8311533832442,5,1,0.0
52.951048465105686,17.02655434792347,87.71650159360611,16,7,1.0
57.60421999709332,21.784937783918107,441.62667200747495,2,3,0.0
30.357152287604784,38.755034479896075,437.20332859516367,1,7,0.0
55.867250127816696,34.246698280134716,24.33116868693398,19,6,1.0
37.12472290140117,21.365803553870776,414.6502077767337,7,4,1.0
50.87990319086613,59.19091492757878,73.14623506198815,11,9,1.0
50.94354495956652,36.34648916141323,174.20823858697952,3,9,1.0
45.860283571887436,14.233607504159668,374.3190455828878,4,7,1.0
22.69506804282923,6.1069483572242245,88.77234906367102,12,8,1.0
61.43572977064037,9.171548351059922,410.80384181834046,14,4,1.0
34.680563378530266,14.757463703070488,417.74574719929353,15,9,1.0
27.698962540792422,9.64088239557334,258.6591895428097,9,4,1.0
20.120307360847725,11.194021443078345,13.129077141248455,15,1,1.0
48.726433045788575,17.105710121630825,150.64868525570725,11,4,1.0
53.23334681579868,10.40241571768529,312.29419000411366,16,2,0.0
18.86256710424852,53.80592547758551,490.7812272334375,15,6,1.0
44.628839031562606,4.8140247396985325,319.58862823816753,11,9,1.0
29.777780310292773,31.47068337421528,137.30375472143828,7,4,1.0
51.54898510129139,24.623809619379692,320.66279451880956,19,7,1.0
27.067054308259557,58.94271701451638,274.5928360607692,2,0,0.0
53.92876238132823,6.722334130083141,392.12424362406034,15,2,0.0
38.11023800762794,23.871335942744498,62.42051302520962,12,2,0.0
66.70995941431019,58.16822599652213,382.9036722259937,18,8,1.0
25.15108909559165,51.930427553638815,275.220623551294,7,4,1.0
35.73545025461344,49.024324256956795,481.86608189090737,4,8,1.0
23.900623104510633,15.47416962269639,177.51736135895618,19,8,1.0
66.08406815048527,10.253255243403949,319.98472763563456,7,0,0.0
63.62164637581101,40.11859319546586,466.69377169990855,11,1,0.0
31.41296464118809,55.76255934765515,60.22976671543284,0,4,1.0
52.31917039377731,33.405773580835785,469.24195874586104,19,3,0.0
60.49555441046322,34.29676136819399,347.0640039273985,5,9,1.0
46.87044220317204,16.79874561961705,43.240158961534235,17,8,1.0
45.54183007451233,46.16957599151621,157.47214780393998,7,6,1.0
30.57631912682349,11.222624913451401,357.004323436188,6,5,1.0
22.84134392590676,19.42075418425462,43.00179471969813,0,6,0.0
64.655219413573,25.526186316985008,295.2635254863739,15,0,0.0
64.8217389724932,30.4566227210673,179.4826979069488,11,0,0.0
50.92127577820993,14.544583944904815,314.24860370606376,5,7,1.0
35.62954913453244,6.890209484352212,32.4135965681313,19,1,1.0
36.158897879858365,36.63720254649795,437.0530350146644,1,9,1.0
55.749695301252444,17.317833194415346,487.0095948969245,13,8,1.0
64.649733517534,34.874293285356735,484.75014908998884,3,6,1.0
64.1284940617861,9.261762916452138,377.3293975540331,0,5,1.0
58.55352838459644,28.868406111289048,73.74225766400966,17,0,0.0
51.38564560002296,31.955365953095153,381.5489660052211,12,0,0.0
22.375278179742537,3.1094122093456145,22.04758906481274,1,1,1.0
26.404693132919917,20.196256691635234,20.840540249208654,8,5,1.0
64.72481780340811,8.064880616338455,168.56900738327522,1,5,1.0
49.53431110229867,3.8024982283660647,249.43516329828623,8,1,1.0
18.478246684064743,59.39761394339671,387.4996347258187,0,0,0.0
23.27652022903367,19.34123069848338,344.8147345371875,10,9,1.0
52.502091993618905,48.59246675127809,228.49232612460668,2,4,1.0
18.263202360003373,15.278439285825831,144.0770664780163,19,4,1.0
26.36201867370993,40.89016333343576,498.59100507727845,3,1,0.0
46.53415704706248,45.61367159338119,218.82883809562674,17,5,1.0
53.97855028002005,35.738324436470656,231.179641921541,5,8,1.0
51.901985494135225,28.294571313009502,90.1756723839179,2,1,0.0
29.662004091949107,24.71045484883611,399.4566788874654,10,9,1.0
55.03331951007186,20.93209599257972,349.9042906329294,14,1,0.0
30.336952549833605,55.77174865486955,118.17711026649259,4,2,0.0
34.92078430428192,49.83716446726375,50.36671235176292,19,6,0.0
56.81755306613726,57.901614639990754,343.4446580166094,9,5,1.0
51.78091075045516,7.457833409132684,330.71049499775626,11,7,1.0
62.15961734569725,43.85204851221866,143.89716822912257,14,7,1.0
52.19587039961785,56.30042740926227,475.92314550270106,16,5,1.0
47.55204737344452,10.873983969939609,84.01836697264112,9,9,1.0
22.87108792706081,3.9897760420066497,221.84405251087495,5,2,1.0
37.121221759090545,44.467238957403545,472.37180088212347,17,2,0.0
31.790523119449723,34.46838679079471,215.66638529379992,12,0,0.0
30.687461455712345,50.509726605496326,322.8777143554019,2,6,1.0
68.59654884712717,8.38634259757737,204.8212550017692,9,4,0.0
38.44108168267154,47.71603871159341,144.36544915084832,13,3,0.0
64.3864208692099,12.097639202864672,492.1490475003158,5,9,1.0
50.81920855185767,9.81935657194227,210.57366309437108,2,3,0.0
59.330187784165716,9.855947875859577,448.10860980277585,15,3,0.0
44.13712884146999,48.874483213882925,122.67775688663222,6,5,1.0
47.99900200057067,39.91183324177201,114.42130497229081,19,7,1.0
43.61092007858092,31.38392548614716,25.255700613410568,13,7,1.0
28.152635365498313,21.52982904741015,329.31674443418365,8,4,1.0
55.56750999359828,52.6320324487865,190.57790842464297,14,5,1.0
32.600162846924505,23.546706445358122,433.5355424214222,2,3,0.0
19.2644302544356,48.995966368294624,241.872854278863,1,8,0.0
51.56455938717273,26.348094514213106,484.4147796782137,1,7,1.0
27.209755329166544,22.616665765494453,100.90750269452936,2,9,1.0
66.90384638635155,27.760787140176387,435.6253522982493,17,9,1.0
67.60428600413454,18.082672449848523,390.53245786795344,13,0,0.0
65.57294829146332,44.85656281057507,387.75170387558546,19,1,0.0
37.24825241328311,30.16322340554875,423.943781777275,17,8,0.0
18.803744059501106,13.93276170880904,382.90175556206947,9,7,1.0
66.27256525456173,53.97447439647411,316.84795759939357,1,2,0.0
40.26557571250034,23.033473282392684,74.30999006436991,0,7,1.0
68.26605059027082,32.613171666839314,25.93782795071344,3,0,1.0
68.10823880864115,54.38832665787282,461.21544542968655,13,9,1.0
62.356491684302725,37.454279754839526,312.15865411516165,0,3,0.0
33.31134238761845,7.013882442501844,400.3032725783264,13,2,0.0
38.02508188730012,56.389927416808504,245.94595224114954,15,5,1.0
62.25910691887656,37.66248318428507,67.48101259157329,13,6,1.0
34.47994426812644,20.094336879425168,71.34103817924972,19,3,0.0
26.81362282767681,8.356324359803235,345.926990742196,2,6,0.0
46.95366564783421,47.641511356217755,220.8498885007367,2,8,1.0
66.6800482563606,37.20436535571081,108.25711608316499,8,1,0.0
54.193549427098596,32.007665518579294,250.88132790330408,5,2,0.0
47.64318084464698,53.63355498305746,41.4623791668157,12,4,1.0
23.05317767607996,47.315832673471846,295.1659869380554,1,2,0.0
49.980375788356824,9.10049278396507,141.80676817319787,7,7,0.0
69.48280020542168,18.703324067732893,400.8039593122222,1,9,1.0
25.284368792299247,14.909348388867944,162.07735987255114,3,7,1.0
44.95314192291431,44.63677755436062,233.05787305008258,14,7,1.0
63.62339974025368,2.011946084146763,15.694064554969312,3,8,1.0
56.51996812321863,34.19338109227899,45.49897501933385,12,3,1.0
54.244818531753936,45.747521144441436,202.32184263927556,11,4,1.0
54.52917236732968,52.605938205704966,245.1700290113905,12,4,1.0
36.69353986342727,20.52490492295445,304.0100685784588,13,7,1.0
33.266775901753654,49.27543828032077,152.9146635675586,19,6,1.0
60.086780084882705,6.637904217312434,350.54112420200585,17,8,1.0
60.1258965233174,50.78713750407109,431.45997462271026,5,7,1.0
63.08776056616539,7.649319739918945,392.1269845577414,10,1,0.0
65.48850873293651,23.837237433622036,29.413224420695002,1,9,1.0
44.58980474076877,47.837721946773215,245.44840415633618,18,3,0.0
44.07884732373438,8.995045640926428,61.41578742490569,18,5,1.0
59.51134930627231,13.75508371395849,128.60205777263846,4,1,0.0
51.79812440044379,43.335154103583974,493.46467070090176,18,6,1.0
54.50227761740057,43.202192192764464,79.82281602174149,1,2,0.0
59.381218810677254,38.468857973117835,254.45519519116448,9,2,1.0
64.28027777451345,41.636906668026,312.89630981587834,1,1,0.0
35.57574815627986,32.56346660085577,354.2078355666109,10,7,1.0
37.53031353727709,15.107943534417165,284.2278549085879,17,5,1.0
22.88706087172519,20.741759610235167,14.787715235399993,14,0,1.0
48.070567331801044,10.89586300808554,169.96604103955602,8,0,0.0
19.86899823743059,54.5070336800177,263.67870525850856,18,6,0.0
42.21109694288793,35.00350768596723,53.054584580968346,8,7,1.0
46.21752100479398,24.051085005818393,181.80719629249856,2,4,1.0
32.90014511067079,27.72034821864796,26.269523307769617,8,4,1.0
48.723329549588556,56.83700037670892,48.503463605960164,13,3,1.0
19.58601299683057,9.201084186964811,204.49240533878208,18,5,1.0
19.94210581495915,35.17378992100783,75.03071948109957,6,5,0.0
60.77522915430223,30.35332073306796,288.0950156481635,15,2,0.0
36.72991335338567,36.68725412607887,347.8378348772602,15,8,1.0
24.607146657898006,1.0866110292504305,402.2874825634506,0,6,1.0
45.156649522849825,52.327434536649086,108.07361967995695,3,0,0.0
58.03966476112777,55.92709694901674,92.06646530694418,3,6,1.0
29.222693429835843,33.907991015352536,61.238241763856124,6,4,1.0
50.390304742588015,41.799049432613536,321.85082227638196,7,4,1.0
22.438068179675938,55.34996287063774,356.1731059785816,16,1,1.0
20.6874495007676,42.43431805880392,25.4772109645646,4,3,0.0
45.630440841543695,9.15234257485568,468.744000659408,6,5,1.0
46.113026323725535,34.57730161000879,35.46592898922148,19,9,1.0
51.14635487790674,36.40290278297135,275.23520429752455,19,6,0.0
55.7567493535784,25.44784027814316,357.43965453094904,3,4,1.0
68.7443081320518,44.18665413748337,436.7748706355819,5,8,1.0
44.84761811166216,56.06202088614089,359.90259674488965,6,2,0.0
34.79373659294479,55.53411077440658,402.846760704198,17,0,1.0
59.34968212797259,27.050362284247925,176.33059434597496,4,3,0.0
32.08327706562786,6.794282750445316,409.26430573579097,19,8,1.0
40.82651387669308,59.09047193774008,49.25627472849082,2,3,0.0
22.07973182979783,50.33388518675605,448.46016146965854,6,1,0.0
19.31823865760379,7.47976087219601,278.32026431533075,13,9,1.0
68.05771756325211,55.25051295704234,410.4759072816219,6,4,1.0
61.470966266634704,52.193781723727696,231.63595941396707,4,2,0.0
54.19065871687229,31.130283427564326,325.3530706462972,4,8,1.0
39.26555310954203,35.476526144695754,267.9373038586955,1,3,0.0
27.011304643683978,23.940162232207815,368.4788656601126,5,5,1.0
26.134726218896475,3.28569832932188,49.99869119498889,14,1,1.0
31.01263070455896,20.111834498754057,39.572521155376265,9,5,1.0
46.559786564718266,48.17120691588069,131.08058466497175,6,2,0.0
55.15898798040324,0.2779213802761715,88.17689325546229,4,8,0.0
52.33026358932202,20.00995030146865,437.1739476301788,0,1,0.0
32.55656264118903,23.8901216154566,117.41485380544171,12,8,1.0
67.6529945944861,32.24373617627537,488.17397535137434,17,4,1.0
56.37063966817996,55.19133698476563,175.07893796784236,12,7,1.0
46.82641073059284,20.780759661957674,99.23777868746265,17,1,0.0
49.80947880418631,20.81719211377366,396.95226849981475,4,5,1.0
39.819203246245074,44.250074886584905,332.7668099954293,12,2,0.0
30.882011454060187,27.13307645338843,254.1159010620381,3,9,0.0
36.5105792898656,13.476289376398917,282.1281399594393,16,4,1.0
57.407997744147195,27.146370967961605,362.40887135340927,2,7,1.0
18.748461408747303,8.451421222787992,121.94282325233638,16,9,1.0
24.035777306359645,10.583219190373399,498.2036188678035,10,0,0.0
20.392137385131143,29.902066364368785,487.64864945192375,19,4,1.0
20.11789772058645,25.135526970272874,328.6595863099991,3,2,1.0
62.48395036857237,54.890754064086,107.77580095528111,1,3,1.0
54.59020868776123,21.74363394699799,343.3118387913327,19,1,0.0
42.657039112540915,34.83530101668261,45.377220399796165,15,8,0.0
23.08737635385208,37.93585727517182,25.019726080844972,17,2,1.0
43.56402550607528,0.7856673953000182,136.2646153704947,7,1,1.0
42.62053208058941,39.812242321002635,236.685248802265,2,9,1.0
27.00649723532079,10.682158012185086,435.4535276501065,8,8,1.0
40.5602857603746,57.66421904816731,366.3128441854909,19,6,1.0
38.72224618866342,8.919763665186778,373.92619538799073,5,5,1.0
50.02420509871526,24.877447423621422,218.49173387955693,9,0,0.0
51.02486984511748,5.1209800847186315,179.50814634801182,9,4,1.0
20.355808508146314,59.812455110756844,191.8089938624553,12,2,0.0
37.4798559605765,30.131700619874554,493.9482862306683,16,0,0.0
50.54471561714029,35.723101039202625,29.653503792116418,8,3,1.0
44.16308544616456,4.024588643305648,434.8454330999998,16,1,1.0
62.53747174179276,44.99762822395067,293.55095020047276,8,1,0.0
52.25206884418514,12.594335585735145,224.92155540289932,8,2,0.0
26.472590208234344,53.88325736644283,365.3762536034169,0,7,0.0
21.66957486482235,12.308378428920431,248.4677812981044,1,7,1.0
51.40580246672841,11.441263239819994,437.9773866600137,15,6,1.0
19.378588148164333,2.192980070885693,451.3439133655167,0,5,1.0
48.460330226220094,28.324016706599956,216.64325416799315,9,8,1.0
66.8919725540978,33.890467995756985,145.64562064517528,17,3,0.0
47.9246572495457,3.942518365701142,300.2516610107475,7,0,0.0
38.18483616273914,46.53165700170064,457.0580393521786,10,7,1.0
51.45098735900237,27.197330084881656,113.22447261277662,1,6,1.0
41.82915030555887,31.463416159654802,315.2536259461066,7,6,1.0
46.37207304442862,26.44576481629369,319.46450784533505,7,2,0.0
66.9561700563793,24.04578365251956,369.2253809834877,16,3,1.0
38.07733716564026,33.57841987849307,74.4681657123573,14,9,1.0
67.98190931884355,9.314414755842751,360.7542326942234,16,8,0.0
65.07823338171531,10.915687829716267,455.42593512616406,12,5,1.0
28.181139009043413,51.70713726081104,98.04472334641856,18,4,1.0
21.606787645508604,56.76692772801796,126.39622921270005,4,2,0.0
23.240456071626184,22.398558976785175,485.9835960804034,11,8,1.0
18.947534933880586,16.244680388613226,98.67870682764999,0,4,0.0
22.911033959308277,38.639972594340946,428.6486957510938,4,4,1.0
53.51635221765056,24.524050265885784,251.21614965953705,7,3,0.0
21.70180971993191,1.5231813396206917,131.14322645755675,12,3,1.0
34.58673277527559,9.369155841971422,436.6674516235306,7,0,0.0
61.933516170411636,42.958333730843854,228.1995749513061,10,6,1.0
19.210140658262944,39.53543651460908,262.2605034255482,0,8,1.0
60.35236109462466,1.6257595502090094,186.0243510058852,12,2,0.0
32.656448288216794,13.318329715976967,300.5459172031144,18,1,0.0
24.144571036326127,13.864487795284283,90.12669756666115,2,2,0.0
54.23033259893583,40.3135646159237,201.62995295936275,16,0,0.0
50.70502803255397,1.1826322652618493,485.0120379442909,4,5,1.0
63.62854470340675,6.24651491907443,136.4853820235525,19,6,1.0
56.22369427780206,47.99496512239136,331.8009656252332,7,1,0.0
59.781008380012125,10.712679723260017,169.3431314701005,13,7,1.0
32.665797773707936,39.16476647111248,389.0018315864343,3,5,1.0
27.226856276545586,14.290966862803591,74.12809375199141,10,3,0.0
57.03196708532463,5.96648356556071,485.2123120884869,19,4,1.0
59.95540644189773,14.590331459967246,232.35687527798322,14,7,1.0
69.50626738403501,43.33601591133955,125.66472703976734,18,2,0.0
39.45611919939418,51.34178808637714,46.0134061917062,6,2,1.0
37.34494046122472,49.813191874019495,93.18137349289496,18,3,0.0
58.37347395858384,23.83101177710729,264.68923479244864,18,0,0.0
35.72178409315693,40.08510819423877,175.13155645133028,10,8,1.0
66.39938093138537,12.299057724949257,416.15284928247866,4,7,1.0
62.637463095836615,17.588863815660794,221.13488659428492,4,7,1.0
40.30768942350095,53.780149111267185,131.86999356793865,7,9,1.0
57.04529552515786,0.7801154106441621,312.4010434359747,9,5,1.0
57.236229452403485,5.130511851268085,356.32083627386845,5,6,1.0
23.362441179468497,12.47317530876164,91.85053487146543,14,5,1.0
64.93275114733747,1.591932232429183,92.13341598127566,15,8,1.0
44.273123367288576,10.886126105387838,27.968999197436055,16,2,0.0
60.975788237602565,34.98249365818153,370.83698738216384,7,2,0.0
34.64257925359181,25.285473035549877,335.2642185346845,7,2,0.0
64.56720788180243,53.56030266461849,242.5691291174088,8,9,1.0
38.23848729417648,49.04661370430645,423.64351999490657,1,2,0.0
18.563557876975516,20.50904110187256,404.7783749455261,14,8,1.0
65.07986277380171,15.565406005877549,296.82363855440855,17,3,0.0
22.746907192878943,22.781544490036016,435.45292745149675,2,6,1.0
34.604309154701575,35.417696550888465,110.86219291801645,16,8,1.0
67.40322228664186,16.083818449372576,64.84061350488666,3,6,1.0
67.43157164075292,37.44893447094804,142.17730964332492,3,8,1.0
47.81877018241087,24.564699131474427,37.97255948376428,13,2,1.0
50.855535032829565,33.12283085111881,270.2730687205057,8,3,0.0
41.31916714287263,26.167591748119,468.93678922453114,8,7,1.0
33.24696012829936,17.66794557251506,29.278334927569727,17,5,1.0
35.090556359235634,56.907198417729404,69.83385786491313,9,4,1.0
52.970959716006,45.81634764958565,231.5775238588833,3,3,1.0
57.123475530759364,8.406790545987153,467.59875858867343,11,7,1.0
59.162110273744126,52.10807855387477,164.91649143860775,7,0,0.0
59.0601434253168,29.24587189497082,258.5450562573123,1,8,1.0
22.7427173585319,53.67313361364548,30.370700934692128,12,0,1.0
43.70985584453423,47.99131535683891,82.68816847142354,15,7,1.0
20.993055520865504,25.512810268154006,493.44876024983495,1,3,0.0
46.57550188083425,1.348158499207044,482.9081612536623,10,8,1.0
40.9595860714156,16.120641563096765,12.42059065786071,9,4,1.0
64.16061750343158,32.498052879652015,476.3877748573871,14,2,0.0
36.247580652708095,38.00869318956884,323.1687695295952,16,8,1.0
24.087484854235505,15.473261125992137,435.27996431481085,7,8,1.0
25.435567466747464,8.361364444369448,232.82252926059095,17,3,0.0
57.598552849308554,50.09581420795795,262.64205400383264,8,3,0.0
50.14733929244557,59.064130842213125,249.5348243258909,7,7,1.0
23.258379158385093,31.54141093816115,336.76348619759113,13,1,0.0
22.373553917979866,10.30075715089821,78.42911483059332,17,8,1.0
