area,bedrooms,age,price
1644.8851490160177,5,27.69271422006604,934355.1321158959
4718.790609370292,4,48.46512678095495,2205713.4197219186
4232.481518257668,4,26.15489220850744,2043617.6681445919
3533.615026041694,4,31.469931906763126,1530809.570759016
4485.84236075087,5,34.78743444923086,2509974.818414839
4214.688307596458,4,22.727053238388663,1994099.818158239
1746.2802355441434,5,31.377904004203174,1034612.9082450275
4570.235993959911,4,29.21571559615501,2140555.6331524476
3157.3689676626027,3,45.057900524549446,1112350.9290838453
4229.7606206562505,4,2.2723190170728937,1986585.6091604212
4584.365199693973,5,14.048159479611517,2606592.9183222754
2272.0138998874554,2,47.520574203827934,642632.2909529402
1440.207698110707,4,44.51318919454582,718557.9117176059
1911.7406501677667,2,22.782837639285646,523423.876826059
2708.431154505025,3,31.006629890076837,971853.740825597
4272.059063689972,1,13.869059149056634,629494.0187753428
4442.9223330253735,3,9.406057986188065,1588691.8781748055
1027.8085221247627,4,23.18492024699911,550643.9819515585
3042.989210310263,2,17.66761140130264,770864.2728359012
2669.644012595116,2,29.182805592543602,707308.3431973278
1888.4312418829209,5,3.8867318482492417,1240463.8570437538
1479.4614693347312,2,48.71974038330833,429061.7323136133
2350.460685614512,5,49.31053722398014,1351796.9318675995
4771.638815650076,1,34.90808570098726,778352.4756052151
2292.811728083021,4,26.80481831720602,1077959.0998276789
3075.162486973464,5,15.476380814316387,1681694.9506693543
3812.0758355807116,1,40.68975098534743,521062.1842985628
2454.518409517176,2,34.23655862769397,542971.7270141544
4887.128330883843,2,8.130846967244565,1240140.985035273
4849.789179768445,1,45.546359224692125,725616.1163123983
2007.1291833014566,2,41.12686214615845,605040.730366049
2988.9940235695417,1,47.4899956645962,460950.47439134127
2203.5132392670785,5,36.285975419418,1282834.2674467408
2139.3619775098705,5,30.670759796789493,1302783.9867912086
1147.5477894181313,1,20.912151814530944,71119.32705505994
3438.2573359195876,5,46.63642416770066,1979504.0505773514
3010.716092915446,5,43.30319447502042,1772785.5135603335
1205.9150049999573,5,2.2609335053094703,688193.4737083297
2114.585856946446,3,1.3183487248626002,856633.5777291713
4633.063543866615,4,18.82316834390248,2172391.8309427463
1958.2475626678897,2,40.52766653909165,488533.66170238657
1579.5794883648923,3,49.363806465747224,619810.0110001529
2957.811041110252,5,7.520844555176409,1836570.2932232702
4942.601816442402,1,29.706535767606756,755630.3173354816
1968.2210860460018,5,19.044542831551077,1185410.3552245423
3688.5421896235143,4,48.49571989073016,1692628.0804082043
4046.4784613148704,5,42.105946156785436,2262017.962171546
1950.5501759695985,1,41.91643523555689,333141.0996048736
3912.865394447438,4,23.434657989748516,1786267.9072110297
2471.132530877013,5,20.74097511688326,1452330.716284885
3529.223322374318,4,13.670353596535312,1637432.4459319194
3534.1188430435786,2,2.8187748325463557,946069.314631941
3143.098736299034,2,43.23611881275266,820839.7299327296
1361.1590802176333,5,40.64505045650388,880191.9661043414
4341.2099823569515,4,49.98588366430653,1983050.7302857377
2283.120259886943,1,49.831841853695266,324058.37129152525
1746.074041599417,5,27.771585280131372,997516.7444504983
1163.1005662190557,2,38.44937075902553,289335.7931714456
3363.5717727529673,2,47.238286494121404,876138.8245934237
3710.2574473691297,5,42.482369533870575,2157249.8421183536
1066.3513157114246,4,12.367405087159883,507566.12331767986
3048.372233197124,2,22.527206765504676,834309.7509218117
1905.983100791752,4,6.457970757574749,1002245.3029177486
3580.6911616377993,2,47.70255136293612,931993.2598891668
1697.4657160199658,2,30.308731722544003,543051.8537716228
3763.7509524098637,3,11.432140275173136,1332907.303250687
2546.94138520215,2,33.58503422029283,597710.0940248203
4746.919954946938,1,30.90641202289479,627648.7747853793
1550.0837765839728,5,17.908135901642027,1018394.2247448233
2364.265404201034,5,5.677879609981451,1430225.3153232809
1453.8940849623564,4,33.57865977963998,714683.7747977176
4698.774473114251,2,26.015385045189664,1215684.357071959
4509.357413523924,1,38.61591958678196,620821.1998702788
2031.7665108606225,4,26.00817505559967,1103578.4413403217
3639.9361841367163,3,42.609075015927004,1319134.1860386485
4268.888800804863,4,27.595341938724278,1992672.0291230713
3220.8032463978493,4,28.046898576769312,1551626.3427855822
3118.602313424026,2,43.832680132917254,821784.6998763835
1967.4091636018068,3,20.17414331061985,749700.336819279
1372.4110712235968,4,6.700761422532037,654710.878567087
4588.863031813307,1,1.4391338156669486,731183.3057209625
4601.672228653322,1,37.75686278368095,785473.6277299095
3532.4058290930716,5,31.015477567673233,2094586.4695251014
2356.1191641948026,3,35.20398840496118,946699.0445976701
2396.8382984506434,3,10.648208075445536,868008.516598443
3903.8227154809574,5,6.818573779338488,2194212.965611928
4588.441039810308,4,0.7272332833940964,2138145.505267959
4548.345697060469,3,17.529377940329848,1645942.5506154343
4119.502183430495,1,29.495884342731653,677886.9612667558
